timestamp,open,high,low,close,volume
1751035500,18589.28,18598.32,18582.33,18582.61,12637
1751036400,18582.61,18597.14,18577.01,18589.7,9398
1751037300,18589.7,18598.8,18583.81,18593.89,21334
1751038200,18593.89,18596.54,18592.18,18594.17,16865
1751039100,18594.17,18602.46,18584.4,18597.46,13003
1751040000,18597.46,18599.63,18586.5,18588.92,13845
1751040900,18588.92,18593.63,18576.13,18586.89,18341
1751041800,18586.89,18596.36,18585.72,18591.43,15914
1751042700,18591.43,18596.47,18589.9,18593.55,15215
1751043600,18593.55,18593.84,18584.55,18586.98,5728
1751044500,18586.98,18588.84,18584.24,18585.65,18459
1751045400,18585.65,18594.48,18577.9,18592.42,18840
1751046300,18592.42,18603.81,18590.74,18600.91,10310
1751047200,18600.91,18601.86,18585.84,18594.06,8035
1751048100,18594.06,18596.3,18590.91,18591.93,19999
1751049000,18591.93,18616.35,18588.69,18601.72,6002
1751049900,18601.72,18602.6,18588.98,18599.02,23920
1751050800,18599.02,18605.67,18591.73,18603.3,24466
1751051700,18603.3,18614,18598.15,18602.35,9702
1751052600,18602.35,18612.43,18599.56,18605.8,25216
1751053500,18605.8,18611.72,18600.27,18602.94,15771
1751290200,18593.52,18598.52,18576.09,18580,25712
1751291100,18580,18596.99,18579.88,18593.76,12018
1751292000,18593.76,18608.93,18591.76,18594.63,17942
1751292900,18594.63,18595.88,18580.46,18581.82,14373
1751293800,18581.82,18589.38,18575.05,18578.67,24598
1751294700,18578.67,18604.5,18567.67,18596.86,9401
1751295600,18596.86,18606.97,18589.51,18601.86,21683
1751296500,18601.86,18605.8,18601.77,18603.74,7807
1751297400,18603.74,18606.54,18599.42,18601.42,18575
1751298300,18601.42,18617.09,18594.71,18611.12,18230
1751299200,18611.12,18617.84,18603.15,18605.11,9591
1751300100,18605.11,18611.66,18603.83,18608.03,8256
1751301000,18608.03,18616.36,18607.24,18615.24,6255
1751301900,18615.24,18617.26,18594.7,18602.11,19799
1751302800,18602.11,18609.71,18596.1,18600.4,13084
1751303700,18600.4,18608.46,18592.99,18594.06,9978
1751304600,18594.06,18599.35,18585.38,18592.88,6805
1751305500,18592.88,18596.45,18586.42,18590.05,9923
1751306400,18590.05,18599.62,18585.4,18597.03,16182
1751307300,18597.03,18601.36,18589.41,18601.33,19929
1751308200,18601.33,18607.59,18580.3,18584.98,20202
1751309100,18584.98,18590.47,18568.93,18573.05,15282
1751310000,18573.05,18578.98,18571.7,18573.22,16800
1751310900,18573.22,18578.22,18557.42,18558.57,17235
1751311800,18558.57,18568.63,18551.58,18562.15,14078
1751312700,18562.15,18588.82,18556.51,18587.92,27517
